_id,created_at,ward_id,title,description,sub_category_id,civic_agency_id,location,address,latitude,longitude,ward_title,category_id,category_title,sub_category_title,civic_agency_title,complaint_status_title,comment_count
788,2019-02-21T16:16:00,66,Bad footpath and garbage collection,These pics are from the street next to railway station in malleshwaram in subramanyanagar ward. The road has huge footpath on one side and no footpath on the other side. The footpath is used for dumping waste rather than walking. The road stinks a lot and it's also a bus route connecting srirampuram. There are lot of old vehicles parked on this lane from many years and not used. You can see the photo of the same.,155,10,"537/a, Dr Rajkumar Rd, A Block, Milk Colony, 2Nd Stage, Rajaji Nagar, Bengaluru, Karnataka 560010, India",Malleshwaram railway station,13.006329,77.554408,Subramanya Nagar,6,Garbage and Unsanitary Practices,Clearance Of Garbage Dump Or Black Spot,BBMP,Resolved,4
789,2019-02-21T16:27:00,144,Nimhans  road street light not working,Nimhans  road street light not working,62,10,"Nimhans Hospital, Lakkasandra, Hombegowda Nagar, Bengaluru, Karnataka",NULL,12.9432402,77.5969114,Siddapura,470,Streetlights,Maintenance/Repair Of Streetlights,BBMP,Resolved,4
790,2019-02-21T20:57:00,190,Road lost in a sea of potholes,2Main Peekayam Layout Hosapalya 3 Stage does not have an inch of Bitumen or concrete. I have been paying taxes for the past 5years. But the road does not exist on the BBMP Map it seems. In the last 5years BBMP has not spent a paisa on this road. Wake up and provide me a'Road',66,10,"2Nd Main Road, 3Rd Block, Peekayam Layout, Hosapalaya, Muneshwara Nagar, Bengaluru, Karnataka 560068, India",Near Omshakthi Temple,12.899577,77.6439832,Mangamannapalya,15,"Mobility - Roads, Footpaths and Infrastructure",Fixing/Reparing Potholes,BBMP,Resolved,1
791,2019-02-21T21:53:00,54,Kaveri water supply,Kaveri water supply,182,2,"3, Kodigehalli Main Rd, Bhadrappa Layout, Kodigehalli, Krishnarajapura, Bengaluru, Karnataka 560094, India",NULL,13.0055268,77.7272607,Hoodi,23,Water Supply and Services,Regular Water Supply,BWSSB,Open,0
792,2019-02-21T23:51:00,190,Garbage Collection,Our apartment name is Emerald Creek. For our apartment garbage is collected once in 15 days instead of everyday or at least alternative day. Please look into the matter on priority.,155,10,"3Rd Cross Road, Reliable Residency Layout Phase 3, Reliable Tranquil Layout, Bengaluru, Karnataka 560068, India",Near tennis court,12.897528,77.655479,Mangamannapalya,6,Garbage and Unsanitary Practices,Clearance Of Garbage Dump Or Black Spot,BBMP,Resolved,4
793,2019-02-22T08:05:00,150,Severely disrupted road,"The service road towards Mahadevapura near ICICI Bank has developed potholes. Keeping in mind the huge traffic that commutes through this area, these can be FATAL especially at night. It needs to be repaired immediately.",66,10,"Bellandur, Bengaluru, Karnataka, India",Service Road towards Mahadevapura between ICICI bank and Central Mall,12.9260308,77.6762463,Bellanduru,15,"Mobility - Roads, Footpaths and Infrastructure",Fixing/Reparing Potholes,BBMP,Resolved,3
794,2019-02-22T08:14:00,177,This car is parked in front of the house since last 2 weeks and t...,This car is parked in front of the house since last 2 weeks and the owner is least bothered to remove it.  Please remove it at the earliest.,27,4,"1287, 21St Main Road, Marenahalli, 2Nd Phase, Jp Nagar, Bengaluru, Karnataka, India",NULL,12.911276,77.587841,JP Nagar,2,Crime and Safety,Eve Teasing/Public Nuisance,BCP,Open,0
795,2019-02-22T08:17:00,110,Both broken outside Raj Bhavan posing a threat to walkers by.,Both broken outside Raj Bhavan posing a threat to walkers by.,422,10,"No 3, Raj Bhavan Rd, Vasanth Nagar, Bengaluru, Karnataka 560001, India",NULL,12.98200119,77.59429968,Sampangiram Nagar,15,"Mobility - Roads, Footpaths and Infrastructure",Repair Of Existing Footpaths,BBMP,Resolved,1
796,2019-02-22T08:41:00,78,"Sewage overflowin 
 g outside MCC Officers Mess on Promenade Road","Sewage overflowin 
 g outside MCC Officers Mess on Promenade Road",155,10,"Promenade Rd, Sindhi Colony, Pulikeshi Nagar, Bengaluru, Karnataka 560005, India",NULL,12.99150127,77.61466889,Pulikeshinagar,6,Garbage and Unsanitary Practices,Clearance Of Garbage Dump Or Black Spot,BBMP,Open,0
797,2019-02-22T09:18:00,187,Irregular/Non collection of garbage,"In this road garbage collection does not happen regularly. Comes only twice /thrice in a week for both wet and dry garbage collection.
Street cleaners sweep only part of the road and do not clear the consolidated waste.",155,10,"18Th B Main Rd, 5Th Phase, J P Nagar Phase 5, Jp Nagar, Bengaluru, Karnataka 560078, India",Off kalpavruksha apts,12.9033656,77.5894165,Puttenahalli,6,Garbage and Unsanitary Practices,Clearance Of Garbage Dump Or Black Spot,BBMP,Resolved,3
798,2019-02-22T10:47:00,181,Garbage collecting lady..,This garbage collecting lady worker is dumping the garbage in site... Next to our home... After warning also she is not listening... She is parking her dumping vehicle there. If we ask she will show attitude.dogs are scattering..and the area is becoming too nasty...her name is ratnamma..she won't clean the road..wont collect the garbage regularly..and demanding for the money. Plz.. Help us to solve this problem..,155,10,"Kumaraswamy Layout Ii Stage, Stage 2, Kumaraswamy Layout, Bengaluru, Karnataka 560078, India",4th main 7th cross govinayakanahalli. Near rajarajeshwari temple,12.9026771,77.5597925,Kumaraswamy Layout,6,Garbage and Unsanitary Practices,Clearance Of Garbage Dump Or Black Spot,BBMP,Resolved,5
799,2019-02-22T15:44:00,82,Pot holes due to water logging,"Hotel parking area washing water logging on road, pot holes are formed and causing the slow moving traffic.",66,10,"18, Itpl Main Rd, Garudachar Palya, Mahadevapura, Bengaluru, Karnataka 560048, India",Udupi park hotel,12.99408792,77.70076893,Garudachar Palya,15,"Mobility - Roads, Footpaths and Infrastructure",Fixing/Reparing Potholes,BBMP,Resolved,4
800,2019-02-22T16:00:00,82,Water leakage,"Water leakage from supply line and from valves on same road about 2 to 3 location.Due to water logging, pot holes forming and causing slow moving traffic.",182,2,"Survey No-69, Opposite V S T Whitefield Road, Mahadevpura, Mahadevpura, Bengaluru, Karnataka 560048, India",Near Brigade metropolis,12.99313659,77.7042263,Garudachar Palya,23,Water Supply and Services,Regular Water Supply,BWSSB,Resolved,1
801,2019-02-22T16:20:00,85,Road Excavated,"Road excavated for under ground service line work, but filled properly. Due to traffic, lot of dust forming and causing slow moving traffic.",66,10,"16, 8Th Main Rd, Dodda Nekkundi Extension, Doddanekkundi, Bengaluru, Karnataka 560093, India",Alpine eco road,12.97340361,77.70274572,Dodda Nekkundi,15,"Mobility - Roads, Footpaths and Infrastructure",Fixing/Reparing Potholes,BBMP,Re-opened,3
802,2019-02-22T18:54:00,197,No roads,"The entire 1st main, 2nd main, 1st cross road has no roads for years now. I have raised this complaint for years but no action has been taken yet. I would really like to see a functional and responsible government. We are not expecting any favour, but just expecting the responsible authorities to do their duty. Probably if they drive through these roads day in and day out they might understand the difficulty. Not sure why are we even paying taxes!",352,10,"Overhead Water Tank, 560062, Narayana Nagar 3Rd Block, Konanakunte, Bengaluru, Karnataka 560062, India",Overhead water tank,12.8795339,77.56235323,Vasanthapura,15,"Mobility - Roads, Footpaths and Infrastructure",Tarring Or Asphalting Of Mud/Kutcha/Unpaved Road,BBMP,Open,0
803,2019-02-22T19:54:00,155,Parking at on road near ghanesha bhavan sunkenahalli Bangalore  5...,Parking at on road near ghanesha bhavan sunkenahalli Bangalore  560019,67,10,"10/30, Kumaraswamy Temple Rd, Hanumanthnagar, Banashankari Stage I, Banashankari, Bengaluru, Karnataka 560050, India",NULL,12.9416423,77.5579418,Hanumantha Nagar,15,"Mobility - Roads, Footpaths and Infrastructure",Tarring Or Asphalting Of Existing Road,BBMP,Open,0
804,2019-02-22T22:01:00,17,No lights in BEL circle bridge,No lights in BEL circle bridge,62,10,"Bel Bus Stop, Outer Ring Road, Hmr Layout, Bel Colony, Jalahalli, Bengaluru, Karnataka, India",NULL,13.0438457,77.5541944,J P Park,470,Streetlights,Maintenance/Repair Of Streetlights,BBMP,Resolved,3
805,2019-02-22T22:04:00,6,DP is not working,DP is not working,62,10,"Defence Layout, No 19, Near Icici Bank, Bharath Nagar, Manayata Tech Park, Thanisandra, Bengaluru, Karnataka 560077, India",NULL,13.0480694,77.6263625,Thanisandra,470,Streetlights,Maintenance/Repair Of Streetlights,BBMP,Resolved,3
806,2019-02-22T22:42:00,5,"I stay in MCECHS layout , phase 1,9th cross. From past few days t...","I stay in MCECHS layout , phase 1,9th cross. From past few days there are lot of dogs in this area and they keep barking whole night . Its become a real menace. People are very scared to walk around in late evenings due to this and it scars kids around. Please do something about this dogs.

Thanks.",77,10,"M.c.e.c.h.s. Layout 1St Phase, Rk Hegde Nagar, Bengaluru, Karnataka, India",NULL,13.069677,77.6242574,Jakkuru,19,Animal Husbandry,Stray Dog Sterilisation/Animal Birth Control (ABC),BBMP,Resolved,3
807,2019-02-22T23:02:00,6,Potholes and very bad roads.,"The roads are very dangerous to commute and the patches on the roads, potholes highly unsafe to commute. Back injuries and lots of dust pollution. Completely a bad environment.",66,10,"Thanisandra, Bengaluru, Karnataka, India",Garden city super market,13.0568653,77.6235264,Thanisandra,15,"Mobility - Roads, Footpaths and Infrastructure",Fixing/Reparing Potholes,BBMP,Open,0
808,2019-02-23T02:56:00,83,Deplorable condition of road starting from Channasandra bus stand to hope farm junction,"Hi,

The condition  of road connecting Channasandra main road till hope farm Whitefield is extremely  pathetic. Daily commuting through this road is a nightmare. Everyday lot of heavy lorries and buses ply through it making the condition  worse. Since 4 months  it is left unrepaired. It is very accident prone as well  as small stone chips lies all around.",66,10,"Chansandra, Bengaluru, Karnataka 560067, India",Channasandra,12.9795172,77.7638042,Kadugodi,15,"Mobility - Roads, Footpaths and Infrastructure",Fixing/Reparing Potholes,BBMP,Resolved,3
809,2019-02-23T06:26:00,85,Road maintenance is pathetic,Brookfield to till kundanalli colony the maintenance of road is pathetic. From so many months mud and garbage is lying. Please look in your it. The entire main road is  maintained like a dumb.,155,10,"Brookefield, Bengaluru, Karnataka, India",Brookfield mall,12.9712301,77.7148376,Dodda Nekkundi,6,Garbage and Unsanitary Practices,Clearance Of Garbage Dump Or Black Spot,BBMP,Resolved,4
810,2019-02-23T07:37:00,153,Parking in front of southend circle  signal,Parking in front of southend circle  signal,67,10,"101, 2Nd Block, Jaya Nagar East, Jayanagar, Bengaluru, Karnataka 560004, India",NULL,12.936828,77.5806317,Jayanagar,15,"Mobility - Roads, Footpaths and Infrastructure",Tarring Or Asphalting Of Existing Road,BBMP,Resolved,1
811,2019-02-23T09:33:00,86,Garbage issue in marathalli,"Hello Team,

Marathalli is the garbage place of Bangalore. We don't have any organize garbage cleaning mechanism. And people find glory to throw garbage in open palaces. I am wondering if we can correct this working along with the authority.

Regards

Ajay Singh",155,10,"Marathahalli Village, Marathahalli, Bengaluru, Karnataka 560037, India",Lions Hospital,12.9536392,77.695126,Marathahalli,6,Garbage and Unsanitary Practices,Clearance Of Garbage Dump Or Black Spot,BBMP,Resolved,4
812,2019-02-23T10:28:00,192,Monkey menace in elegant orchid,"Serious monkey menace in elegant orchid and near apartments, Monkeys have made our lives miserable, They destroy every thing, spill wet dustbin, Any try to shoo them away they will try to attack, Children are scared to go out when monkeys are around, Earlier they were very less number but now seems to be big Gang, Kindly resolve ASAP",77,10,"3Rd Main Rd, Akshayanagara East, Akshayanagar, Bengaluru, Karnataka 560076, India",Opposite Janhavi Shelters,12.8678932,77.6199881,Begur,19,Animal Husbandry,Stray Dog Sterilisation/Animal Birth Control (ABC),BBMP,Resolved,9
813,2019-02-23T10:31:00,193,Garbage dumping in vacant site,"Dear Sir
I live in 7th cross Lakshmi layout arekere Bangalore behind our house there is vacant land in 8 th cross where people have been dumping garbage for many years . We have suffering from horrible smell , flies, fleas ,the residents in our house had dengue , hepatitis, skin allergies please find permanent solutions to our problem",444,10,"Lakshmi Layout, Arekere, Bengaluru, Karnataka 560076, India",Near L and T south city,12.8900706,77.5913132,Arekere,6,Garbage and Unsanitary Practices,Garbage Dumping In Vacant Lot/Land,BBMP,Resolved,6
814,2019-02-23T10:39:00,15,Khata details not updated in online portal,"I was issued khata for my apartment in year 2016-17 vide no. KTR/124/16-17.
But online portal of property tax payment still shows builder name. Even after complaint to local ward office. No. action taken.",50,10,"S M Road, Prashanth Nagar, Peenya, Bengaluru, Karnataka 560057, India",SM road,13.0418578,77.5191236,T Dasarahalli,1,Certificates,Khata Certificate,BBMP,Resolved,2
815,2019-02-23T10:43:00,192,Yelenahalli main road in pathetic condition,The Yelenahalli main road from DLF to fullinfaws college is in pathetic condition for several months now. There are several potholes and now the road itself does not exist in many places. Adding to this problem is continuous digging every few weeks to fix or lay pipeline or some other work. This is extremely hazardous now to drive with somebody risking an accident especially where the roads are badly damaged especially 2 wheelers. The continuous dust and mud that gets circulated due to road condition has caused respiratory problems as well for people using the road,67,10,"Yelenahalli Main Rd, Akshayanagar, Bengaluru, Karnataka, India",Ganesha temple road,12.8694001,77.6162746,Begur,15,"Mobility - Roads, Footpaths and Infrastructure",Tarring Or Asphalting Of Existing Road,BBMP,Resolved,4
816,2019-02-23T10:55:00,192,Monkey menace,Too many monkeys making it difficult for us.,42,NULL,"Akshayanagara East, Akshayanagar, Bengaluru, Karnataka 560076, India",Opp Jahnavi Shelters,12.8677249,77.619833,Begur,9,Others,Others,NULL,Open,0
817,2019-02-23T11:12:00,32,BBMP workers seen burning tremendous amounts of garbage along the...,BBMP workers seen burning tremendous amounts of garbage along the streets every morning. Atleast 3-4 burning points on one road that is making the entire street smoke filled and difficult to breathe. This is also happening right outside the BBMP building as well. Please take action immediately as the pollution levels are disturbingly high here.,155,10,"66, 3Rd Main Rd, Krishnappa Layout, Anand Gokul Layout, Kaval Bairasandra, Bengaluru, Karnataka 560032, India",NULL,13.03131484,77.61293238,Kaval Bairasandra,6,Garbage and Unsanitary Practices,Clearance Of Garbage Dump Or Black Spot,BBMP,Resolved,6
818,2019-02-23T11:34:00,175,Dug and not ashpalted,"This road was dug a few months back to put a pipe or cable after that this has been not asphalted, due to which vehicles move slow and it becomes traffic jam during peak hours.",67,10,"60, Devarachikkanahalli Main Rd, Koramangala 8Th Block, Bommanahalli, Bengaluru, Karnataka 560068, India",Opposite to Hotel Parisara,12.89922236,77.62203,Bommanahalli,15,"Mobility - Roads, Footpaths and Infrastructure",Tarring Or Asphalting Of Existing Road,BBMP,Re-opened,3
819,2019-02-23T11:40:00,195,Did not asphalt after repairing man hole,"In this place there was a problem with leaking manhole, it was dug and put new pipe line and after that this place is not asphalted due to which it causes slow moving traffic near temple, please close this with proper tar.",66,10,"83, Main Rd, Beereshwara Nagar, Chunchgatta, Jp Nagar 7Th Phase, Jp Nagar, Bengaluru, Karnataka 560078, India",Near Veeraanjaneya temple,12.88983997,77.57141672,Konankunte,15,"Mobility - Roads, Footpaths and Infrastructure",Fixing/Reparing Potholes,BBMP,Re-opened,4
820,2019-02-23T11:47:00,78,Garbage being dumped right outside my compound wall,Garbage is lying dumped outside my house and no one is picking it up.,155,10,"#44, Robertson Rd, Pulikeshi Nagar, Bengaluru, Karnataka 560005, India",Next to Stylish Hair Saloon,12.99579789,77.61633098,Pulikeshinagar,6,Garbage and Unsanitary Practices,Clearance Of Garbage Dump Or Black Spot,BBMP,Resolved,68
821,2019-02-23T12:13:00,150,Lot of potholes,This was a good road 8-10 months backs..lot of illegal road cutting has been done since then and the road is not fixed...once a proper road has now become narrow for vehicles to go..please fix it..,66,10,"12Th Cross Road, Kasavanahalli, Bengaluru, Karnataka 560035, India",Off sarjapur road,12.9079509,77.6802901,Bellanduru,15,"Mobility - Roads, Footpaths and Infrastructure",Fixing/Reparing Potholes,BBMP,Resolved,26
822,2019-02-23T13:14:00,89,Animals and humans causing pollution,There are people who own cattle nearby. They tie their cattle on the roads. The cattles defecate everywhere. The streets smell and their are flies everywhere. And these aren't small cows. There  are 3 large buffaloes and 3 smaller ones. Additionally they have thrown out debris on the street which leads to an even dirtier locality,45,7,"#5, Appareddypalya, 1St Main Road, 7Th Cross Rd, 6Th, Indiranagar Double Rd, New Akash Nagar, Stage 3, Indiranagar, Bengaluru, Karnataka 560038, India",Near Hanuman Temple on First Main,12.973827,77.636714,Jogupalya,11,Pollution,Land Pollution,KSPCB,Open,0
823,2019-02-23T14:19:00,188,Storm water drain blocked,"Storm water drain blocked with garbage, filthy, stinking, more mosquitoes. Need immediate cleanup.",73,10,"Ganga Parameshwari Nagar, Kodichikknahalli, Vijaya Bank Layout, Bilekahalli, Bengaluru, Karnataka 560076, India",Sana supermart,12.8950704,77.6133047,Bilekahalli,18,Storm Water Drains,Maintenance And Repair Of Storm Water Drains,BBMP,On-the-Job,4
824,2019-02-23T16:10:00,162,Water aksharam,No drinking water supply,182,2,"1St Phase Girinagar, Banashankari, Bengaluru, Karnataka 560085, India",Aksharam Hall girinagar,12.9386287,77.5440288,Girinagar,23,Water Supply and Services,Regular Water Supply,BWSSB,Open,0
825,2019-02-23T16:31:00,111,Construction cement bricks blocking the road,"Hi
K2 street on markham road is blocked most of the days due to constructions of appartments and debris and cement and metal rods and bricks are left on the street. could someone please help us to remove them as the contractor does not listen what the residents tell and there is always traffic jam and women and children cannot walk on that street due to this. Please send someone in authority to stop them from blocking the roads and digging the concrete roads.
Thanks",474,10,"Markham Rd, Ashok Nagar, Bengaluru, Karnataka 560025, India",K 2 street markham road ashoknagar bangalore 25,12.9693853,77.6084584,Shantala Nagar,15,"Mobility - Roads, Footpaths and Infrastructure",Removal Of Roadside Debris (Construction Material),BBMP,On-the-Job,3
826,2019-02-23T16:35:00,192,Garbage dump opposite to our house,We are fed up of shouting in people everyday not to dump garbage but still the same continuous. We request BBMP to action very seriously. Put some scod to inspect nd put penalty on public...,155,10,"714, 13Th Main Rd, Mico Layout, Garvebhavi Palya, Bengaluru, Karnataka 560068, India",Near open ground,12.8912276,77.6319734,Begur,6,Garbage and Unsanitary Practices,Clearance Of Garbage Dump Or Black Spot,BBMP,Resolved,3
827,2019-02-23T17:07:00,95,Lot of mud dumped in front of our house. n due to which v r unabl...,Lot of mud dumped in front of our house. n due to which v r unable to move my car. I see that no action is taken n the issue is still not resolved.if no action is taken on this issue then please close this app.,474,10,"Malleshwaram Circle, 5Th Cross Rd, Malleshwaram West, Bengaluru, Karnataka 560003, India",NULL,12.99676088,77.56741062,Subhash Nagar,15,"Mobility - Roads, Footpaths and Infrastructure",Removal Of Roadside Debris (Construction Material),BBMP,Resolved,3
828,2019-02-23T17:09:00,95,This is how the garbage is dumped n people are burning it daily....,This is how the garbage is dumped n people are burning it daily. because no one collets the garbage daily.,155,10,"62, 5Th Cross Rd, Md Block, Malleshwaram West, Bengaluru, Karnataka 560003, India",NULL,12.99664958,77.56744484,Subhash Nagar,6,Garbage and Unsanitary Practices,Clearance Of Garbage Dump Or Black Spot,BBMP,Resolved,2
829,2019-02-23T17:52:00,71,To make our road one way to avoid heavy vehicles,"Dear sir/ madam,

We are facing a problem of the vehicles traveling here on daily, huge and heavy duty vehicles are crossing over this road daily, which is making everyone to get noise.
Every day their will be clash between two vehicles and the vehicles passing in this road is making a very heavy noise by horn and no vehicles is going slowly in this road.
 Since it is having small road, the vehicles will come from both side and make vehicles to touch sanagary and sewage, which is making damage for each and every 3 months and the person's who are staying here have to build all again by their own money.

Before few months back, the u-turn in our road end is blocked by the highway devider but within 3 days the people one who have influence have removed for their business purposes.
We really need piece for us and many aged and small children are their in the road
Each and everyone are suffering due to this vehicles issues.

We are facing many problems in this area and no one is caring about the complaints for this area.

Pls take action about this and make our road as one way and stop heavy vehicles to pass in this road.",190,5,"11, 1St Cross, Vishwaneedam Post, Hoysala Nagar, Sunkadakatte, Bengaluru, Karnataka 560091, India","Near hoysala circle, govindappa bekery",12.9904694,77.5016521,Heggenahali,21,Traffic and Road Safety,Parking On Footpath,BTP,Rejected,1
830,2019-02-23T19:15:00,164,I don't understand why people park on footpaths do help out here....,I don't understand why people park on footpaths do help out here..,190,5,"83, 3Rd Cross Rd, Chennammana Kere, Kathreguppe, Banashankari 3Rd Stage, Banashankari, Bengaluru, Karnataka 560085, India",NULL,12.9291534,77.55569213,Vidya Peeta,21,Traffic and Road Safety,Parking On Footpath,BTP,Rejected,1
831,2019-02-23T19:57:00,84,Really horrible roads,The roads are not getting fixed at all in this area and the dust from the bad roads are just getting worse and worse by the day. Please get the road fixed so that the dust is no more,66,10,"Nagondanahalli, Bengaluru, Karnataka, India",Tanishq arena,12.971241,77.7678875,Hagadur,15,"Mobility - Roads, Footpaths and Infrastructure",Fixing/Reparing Potholes,BBMP,Re-opened,4
832,2019-02-23T20:14:00,188,"BBMP PARK MISUSED, OWNER MISUSE PAVEMENT,VIJAYA BANK COLONY, BG ROAD","Sent: Saturday, February 23, 2019, 12:51:05 PM GMT+5:30
Subject: DEAR GREAT BBMP FIRST WAKE UP BEFORE THE ISSUE EXPLODES, VIJAYA BANK COLONY, BG ROAD, RESIDENTS

Dear commissioner the BBMP at Vijaya bank colony literally a waste entity since even providing heavy facilities, house, the heavy salary to the personnel who is suppose to the in charge and responsible,, not bothered the garden at vijaya bank colony, bbmp maintained is so dirty and there is no hygienic, condition, the evidences given here under as well the house owners are misusing the foot paths, and parking place,,,, is totally irrelevant and misusing the public utility, the cars are parked,,, with totally misusing the pavements, what a shame, why the bbmp not bothered to note this the CM of Karnataka the minister BBMP contacted if you escape and just transferring the responsibility saying that its transferred to bomanahally, bbmp,, its not solution first you need to take the action if not you need to ,,, answerable to 20000 people at visjaya bank colony, bannergahtta road, since its shows totally negligible and time passing,, just transferring the responsibility not work out even though heavy salaries paid,,, what a shame, with the tax money of the public,, and residents of the vijaya bank colony opposite to the ayappa temple,, bannergahtta roa,d behind IIM,, what a shame,, first look not this or face the media coverage,, that is the only solution, since the issue is burning since heavy salaried paid to the bbmp garden maintenance but the personnel who enjoy accommodation by bbmp , facility etc not bothered, first take care of this issue, evidences given under 
with photos also, BBMP why becoming so much corrupted every day in media, tv its covered, and many issues,,,, as well public money misused,, 
evidence given under , AS WELL THE HOUSE  owner totally misusing the foot paths and covering, parking illegally and troublesome to walkers, as well the public and behaving like roudies, gundas, as well the vegetable vendors, fruit vendors trouble some, its nuisance,, must be removed immediately, this is spoiling beaty of colony, public utilities opposite to ayappa temple, BBMP PARK , THE ATTENDANT IS TOTALLY MISSUING THE PRIVILEGES EVEN THOUGH GIVEN THE ACCOMMODATION, HEAVY SALARY ETC,, BUT NEGLIGENCE AND MISUSED,, WHY TAX PAYERS NEED TO FEED THIS MANY ANTI SOCIAL ELEMENTS, VIJAYABANK COLONY, NEXT TO AYAPPA TEMPLE, BEHIND IIMB BANGALORE BANNERGAHTA ROAD",84,5,"51, Btm 4Th Stage, Addischetan Layout, Bommanahalli, Bengaluru, Karnataka 560076, India","Vijya bank colony, trouble some parking and BBMP park misused by BBMP attendant",12.8871498,77.6112762,Bilekahalli,21,Traffic and Road Safety,Traffic Jams/Congestion Or Bottlenecks,BTP,Closed,1
833,2019-02-23T20:39:00,149,No garbage dump place in my area,"Hi Team,

I request you kindly place 1-2 garbage box in my area.I am not finding any place to dumb the garbage.People in my area just putting the garbage in open land that pollute the area.
I think every 2 km garbage boxes should be there so that garbage should not be thrown in unoppropriate place.

Plz do the needful asap.

Regards,
Tara Verma",155,10,"2, Vidya Vikas School Rd, Kaverappa Layout, Kadubeesanahalli, Bengaluru, Karnataka 560103, India",Pmn homes,12.9350862,77.700652,Varthur,6,Garbage and Unsanitary Practices,Clearance Of Garbage Dump Or Black Spot,BBMP,Resolved,5
834,2019-02-23T20:39:00,194,Streetlight not working,Streetlight not working -need urgent repair as it is very dark opposite apartment,62,10,"Brookes Haven Layout, 8Th Phase, Jp Nagar, Bengaluru, Karnataka 560076, India",Near Brookes haven layout,12.8701842,77.5748824,Gottigere,470,Streetlights,Maintenance/Repair Of Streetlights,BBMP,Resolved,5
835,2019-02-23T20:55:00,194,Road access closed,The road is fully covered by weed and is inaccessible. The road should have been cleaned and asphalted but this has not been done for years now and we can't access our plot.,67,10,"No 76, Deepthi Nagar, 8Th Phase, Jp Nagar, Bengaluru, Karnataka 560076, India",2 streets after Girija Kalyana Mantap,12.87599803,77.57098039,Gottigere,15,"Mobility - Roads, Footpaths and Infrastructure",Tarring Or Asphalting Of Existing Road,BBMP,Re-opened,3
836,2019-02-23T23:35:00,6,Water supply,"Sir,  I have to state that a bore was dug last 6 months back and till date the connection is not given.  Further, i have to state that the situation of the roads in this area is so pathetic that we are unable even to walk because of drainage and cauvery water pipeline digging.  The contractors are not completing the work in one are, they just dig in one line and the other line is left and when asked they say that it is not mentioned in their plan.  Further I have to state that there is a lot of scarcity of water in our are, i request you kindly look into the matter with top priority and also if the water connection where the borewell has been dug  can be given connection.  When ever the waterman or the engineer is contacted for the connection, they say one or the other problem and escape,  even after six months the situation of the borewell which was dug in aswathnager is not given connection.  I request you kindly please look into the matter personally and do the needful",182,2,"Unnamed Road, Ashwath Nagar, Sinthan Nagar, Bengaluru, Karnataka 560045, India","Near bright school, aswathnagar",13.0522085,77.63288999,Thanisandra,23,Water Supply and Services,Regular Water Supply,BWSSB,Open,0
837,2019-02-24T07:34:00,4,Don't know who is responsible to pick the leaves which are neatly...,Don't know who is responsible to pick the leaves which are neatly sweeped and waiting for BBMP lady to collect from last couple of weeks,155,10,"300, 15Th B Cross Rd, Lig 3Rd Stage, Mig Sector B, Yelahanka Satellite Town, Yelahanka, Bengaluru, Karnataka 560064, India",NULL,13.0974894,77.5785094,Yelahanka Satellite Town,6,Garbage and Unsanitary Practices,Clearance Of Garbage Dump Or Black Spot,BBMP,Resolved,4
838,2019-02-24T09:10:00,150,Broken drainage slabs from Bellandur main road towards  sarjapur...,Broken drainage slabs from Bellandur main road towards  sarjapur road for over an year.,66,10,"Bellandur Bakery, Bellandur Main Road, Adarsh Palm Retreat, Bellandur, Bengaluru, Karnataka, India",NULL,12.925321,77.6757609,Bellanduru,15,"Mobility - Roads, Footpaths and Infrastructure",Fixing/Reparing Potholes,BBMP,Resolved,3
839,2019-02-24T11:11:00,85,There is no proper for path in entire AECS layout main road. and...,There is no proper for path in entire AECS layout main road. and a lot of people are forced to walk on main road itself which is dangerous. want adequate footpaths,422,10,"60 Feet Main Road, Aecs Layout - A Block, Aecs Layout, Marathahalli, Bengaluru, Karnataka, India",NULL,12.963912,77.7068755,Dodda Nekkundi,15,"Mobility - Roads, Footpaths and Infrastructure",Repair Of Existing Footpaths,BBMP,Open,0
840,2019-02-24T12:49:00,150,Road lane markings are absent  on the sarjapur ORR  main road. ma...,Road lane markings are absent  on the sarjapur ORR  main road. markings on road will encourage lane discipline.( Bellandur-Marathahalli),67,10,"Marathahalli - Sarjapur Outer Ring Road, Kodbisanhalli, Panathur, Bengaluru, Karnataka, India",NULL,12.9435127,77.6974758,Bellanduru,15,"Mobility - Roads, Footpaths and Infrastructure",Tarring Or Asphalting Of Existing Road,BBMP,Resolved,3
841,2019-02-24T15:18:00,114,No road for the street,"They digged for new pipe lines and closed it. Now, there is no proper road in this street. My location is jayaraj nagar D Street. Last 5 years, there is no proper cement road in my street. Please take proper action about this issue.",67,10,"East Rd, Jayaraj Nagar, Neelasandra, Bengaluru, Karnataka 560047, India",Behind govt girls school,12.9605733,77.61678,Agaram,15,"Mobility - Roads, Footpaths and Infrastructure",Tarring Or Asphalting Of Existing Road,BBMP,Open,0
842,2019-02-24T20:10:00,149,"Im resident of Panathur JCR layout, in 3rd cross there is no str...","Im resident of Panathur JCR layout, in 3rd cross there is no street lights from past two months. Fed up of the local representatives who dont care",62,10,"3Rd Cross, J C R Layout, Kadubeesanahalli, Panatur, Bengaluru, Karnataka 560103, India",NULL,12.93402937,77.7056261,Varthur,470,Streetlights,Maintenance/Repair Of Streetlights,BBMP,Resolved,4
